801.48	42.4
803.174	42.9701
804.867	43.5445
806.562	44.5193
808.254	44.6503
809.946	47.4417
811.638	46.0909
813.33	44.8483
815.021	45.7102
816.712	47.0838
818.402	46.1741
820.092	47.8551
821.784	48.2257
823.474	48.4662
825.163	47.9862
826.852	47.0465
828.541	47.1877
830.229	46.5407
831.917	45.4387
833.605	43.5177
835.292	45.2039
836.979	43.2305
838.666	43.2987
840.352	41.9115
842.038	43.1199
843.724	43.7794
845.41	43.8925
847.095	42.748
848.78	42.9048
850.464	42.4824
852.148	41.0546
853.83	42.1129
855.514	43.156
857.197	44.6144
858.88	43.1483
860.563	44.7537
862.245	42.9931
863.927	42.9161
865.609	43.2747
867.29	43.4344
868.969	42.9912
870.65	44.3091
872.33	45.1739
874.01	45.547
875.69	42.6044
877.368	42.1278
879.047	44.4786
880.726	42.99
882.404	43.3909
884.083	45.3037
885.758	46.8687
887.436	45.0051
889.113	46.8925
890.79	46.9429
892.465	46.6752
894.141	46.0735
895.817	46.6749
897.493	47.4877
899.166	48.2042
900.842	48.2204
902.516	47.0565
904.189	47.747
905.863	46.3794
907.537	47.5427
909.208	49.5215
910.882	48.8513
912.554	50.1741
914.225	49.5601
915.897	51.8634
917.567	53.7181
919.239	54.2764
920.91	58.2748
922.579	63.3229
924.25	67.4194
925.918	75.9621
927.589	93.3166
929.256	111.018
930.926	130.458
932.595	152.984
934.262	175.246
935.93	198.272
937.597	222.645
939.264	241.137
940.93	251.873
942.597	251.334
944.262	244.221
945.929	239.318
947.593	242.303
949.258	242.297
950.923	243.587
952.587	241.82
954.252	239.746
955.915	240.527
957.579	239.219
959.241	242.185
960.903	243.925
962.567	246.589
964.228	247.205
965.891	246.806
967.552	246.088
969.212	249.035
970.874	249.929
972.534	246.308
974.193	248.183
975.854	246.064
977.513	251.009
979.172	249.013
980.832	245.391
982.49	239.916
984.147	235.602
985.804	219.312
987.463	202.232
989.12	181.272
990.776	160.178
992.432	143.873
994.09	124.944
995.745	113.862
997.401	107.656
999.055	100.781
1000.71	93.7739
1002.37	88.2633
1004.02	84.6194
1005.67	79.6305
1007.33	76.534
1008.98	72.4572
1010.63	71.8627
1012.29	66.6952
1013.94	63.0286
1015.59	61.6575
1017.24	59.6592
1018.89	55.9944
1020.54	54.6538
1022.19	51.5918
1023.84	47.5168
1025.49	46.2467
1027.14	44.0521
1028.8	43.3959
1030.44	38.7588
1032.09	36.9185
1033.74	32.4799
1035.39	31.1376
1037.04	27.7582
1038.68	27.2972
1040.33	25.3472
1041.98	22.718
1043.62	20.4545
1045.27	20.7456
1046.92	20.5181
1048.56	19.6393
1050.21	19.2098
1051.85	18.7333
1053.5	20.2648
1055.14	19.9694
1056.78	17.9371
1058.43	18.8642
1060.07	18.3077
1061.71	18.2209
1063.36	19.0641
1065	17.3864
1066.64	18.1274
1068.28	18.5718
1069.92	18.6809
1071.57	17.9257
1073.21	17.5612
1074.85	16.8637
1076.49	17.468
1078.13	17.3673
1079.77	17.1947
1081.41	17.9712
1083.04	18.357
1084.68	18.9773
1086.32	16.6961
1087.96	16.9775
1089.6	16.8045
1091.23	18.0041
1092.87	17.4288
1094.51	17.6887
1096.14	17.5453
1097.78	17.719
1099.41	16.6744
1101.05	18.5553
1102.68	16.985
1104.32	17.14
1105.95	18.0653
1107.59	16.5211
1109.22	16.5815
1110.86	17.3873
1112.49	17.1534
1114.12	16.5788
1115.75	17.4261
1117.38	17.9198
1119.02	17.8929
1120.65	16.7015
1122.28	17.0355
1123.91	18.0904
1125.54	18.1447
1127.17	16.5031
1128.8	18.4198
1130.43	17.8033
1132.06	18.3733
1133.69	18.3141
1135.32	18.7152
1136.95	17.4889
1138.57	17.2561
1140.2	18.0635
1141.83	17.5152
1143.45	17.889
1145.08	17.3937
1146.71	16.4168
1148.34	17.4176
1149.96	18.0585
1151.59	17.4471
1153.21	16.5061
1154.84	17.5611
1156.46	18.1409
1158.08	17.7253
1159.71	18.0619
1161.33	17.3284
1162.95	17.7601
1164.58	16.1912
1166.2	16.9692
1167.82	17.4917
1169.45	16.2417
1171.07	17.1992
1172.69	16.8782
1174.31	15.8188
1175.93	17.0525
1177.55	17.2255
1179.17	16.6583
1180.79	17.3651
1182.41	18.1877
1184.03	18.2564
1185.65	18.5782
1187.27	17.47
1188.88	17.5375
1190.5	17.3922
1192.12	16.7942
1193.74	17.6532
1195.35	16.5198
1196.97	17.2498
1198.59	16.9853
1200.2	18.021
1201.82	17.8234
1203.43	18.6146
1205.05	18.461
1206.66	18.4148
1208.28	17.625
1209.89	18.0965
1211.51	17.6331
1213.12	18.6225
1214.73	18.7692
1216.35	18.0752
1217.96	18.1574
1219.57	18.6973
1221.18	19.2119
1222.79	20.1064
1224.41	19.0106
1226.02	18.9877
1227.63	20.6468
1229.24	19.8782
1230.85	19.7126
1232.46	19.4114
1234.07	20.4638
1235.68	19.7756
1237.28	20.5528
1238.89	22.004
1240.5	22.4545
1242.11	20.4355
1243.72	21.4197
1245.32	20.7182
1246.93	20.9678
1248.54	23.153
1250.15	23.3037
1251.75	22.7346
1253.36	22.2091
1254.96	22.5985
1256.57	23.3429
1258.17	22.491
1259.78	22.2267
1261.38	24.2869
1262.99	24.6849
1264.59	24.9665
1266.19	25.3931
1267.79	26.6704
1269.4	25.6418
1271	25.2759
1272.6	27.0839
1274.2	28.4204
1275.8	27.6717
1277.41	28.4413
1279.01	27.9769
1280.61	28.2293
1282.21	28.7915
1283.81	30.1222
1285.41	30.4417
1287.01	30.0208
1288.61	31.0019
1290.2	31.3687
1291.8	33.3272
1293.4	33.4583
1295	33.7872
1296.59	35.3736
1298.19	37.0434
1299.79	38.7143
1301.39	38.3294
1302.98	38.566
1304.58	39.7109
1306.17	40.4942
1307.77	42.5234
1309.36	43.823
1310.96	45.4331
1312.55	46.0117
1314.14	46.6359
1315.74	47.5249
