1000	4188
1000.2	4106
1000.4	4201
1000.6	3952
1000.8	4275
1001	4143
1001.2	4087
1001.4	4157
1001.6	4172
1001.8	4189
1002	4005
1002.2	4110
1002.4	4135
1002.6	4165
1002.8	4180
1003	4184
1003.2	4204
1003.4	4153
1003.6	4170
1003.8	4106
1004	4263
1004.2	4255
1004.4	4105
1004.6	4187
1004.8	4052
1005	4208
1005.2	4182
1005.4	4232
1005.6	4106
1005.8	4115
1006	4108
1006.2	4192
1006.4	4142
1006.6	4196
1006.8	4225
1007	4169
1007.2	4236
1007.4	4243
1007.6	4246
1007.8	4155
1008	4189
1008.2	4135
1008.4	4176
1008.6	4150
1008.8	4236
1009	4203
1009.2	4114
1009.4	4249
1009.6	4330
1009.8	4185
1010	4258
1010.2	4188
1010.4	4320
1010.6	4287
1010.8	4189
1011	4144
1011.2	4173
1011.4	4254
1011.6	4193
1011.8	4102
1012	4207
1012.2	4167
1012.4	4270
1012.6	4171
1012.8	4205
1013	4122
1013.2	4146
1013.4	4176
1013.6	4130
1013.8	4138
1014	4148
1014.2	4173
1014.4	4252
1014.6	4126
1014.8	4185
1015	4197
1015.2	4166
1015.4	4306
1015.6	4186
1015.8	4105
1016	4103
1016.2	4045
1016.4	4269
1016.6	4262
1016.8	4210
1017	4230
1017.2	4205
1017.4	4127
1017.6	4210
1017.8	4189
1018	4162
1018.2	4175
1018.4	4262
1018.6	4238
1018.8	4110
1019	4179
1019.2	4278
1019.4	4127
1019.6	4250
1019.8	4293
1020	4326
1020.2	4228
1020.4	4212
1020.6	4229
1020.8	4224
1021	4199
1021.2	4265
1021.4	4298
1021.6	4196
1021.8	4277
1022	4307
1022.2	4241
1022.4	4186
1022.6	4200
1022.8	4255
1023	4093
1023.2	4219
1023.4	4228
1023.6	4319
1023.8	4204
1024	4095
1024.2	4193
1024.4	4247
1024.6	4266
1024.8	4101
1025	4279
1025.2	4269
1025.4	4204
1025.6	4250
1025.8	4286
1026	4261
1026.2	4089
1026.4	4161
1026.6	4354
1026.8	4263
1027	4325
1027.2	4263
1027.4	4300
1027.6	4255
1027.8	4297
1028	4318
1028.2	4324
1028.4	4231
1028.6	4233
1028.8	4164
1029	4208
1029.2	4287
1029.4	4235
1029.6	4189
1029.8	4281
1030	4297
1030.2	4210
1030.4	4410
1030.6	4311
1030.8	4330
1031	4397
1031.2	4295
1031.4	4240
1031.6	4339
1031.8	4269
1032	4318
1032.2	4335
1032.4	4247
1032.6	4214
1032.8	4289
1033	4265
1033.2	4242
1033.4	4462
1033.6	4358
1033.8	4342
1034	4202
1034.2	4307
1034.4	4383
1034.6	4283
1034.8	4371
1035	4357
1035.2	4346
1035.4	4428
1035.6	4260
1035.8	4299
1036	4417
1036.2	4333
1036.4	4263
1036.6	4203
1036.8	4400
1037	4340
1037.2	4366
1037.4	4355
1037.6	4277
1037.8	4437
1038	4318
1038.2	4214
1038.4	4244
1038.6	4359
1038.8	4344
1039	4288
1039.2	4350
1039.4	4342
1039.6	4267
1039.8	4312
1040	4457
1040.2	4302
1040.4	4310
1040.6	4350
1040.8	4324
1041	4331
1041.2	4320
1041.4	4306
1041.6	4354
1041.8	4420
1042	4474
1042.2	4289
1042.4	4333
1042.6	4331
1042.8	4429
1043	4352
1043.2	4454
1043.4	4491
1043.6	4388
1043.8	4367
1044	4453
1044.2	4422
1044.4	4362
1044.6	4383
1044.8	4391
1045	4434
1045.2	4405
1045.4	4418
1045.6	4449
1045.8	4485
1046	4367
1046.2	4495
1046.4	4429
1046.6	4395
1046.8	4462
1047	4416
1047.2	4503
1047.4	4429
1047.6	4530
1047.8	4454
1048	4373
1048.2	4357
1048.4	4470
1048.6	4395
1048.8	4526
1049	4447
1049.2	4611
1049.4	4484
1049.6	4460
1049.8	4488
1050	4345
1050.2	4521
1050.4	4475
1050.6	4576
1050.8	4408
1051	4523
1051.2	4525
1051.4	4604
1051.6	4411
1051.8	4442
1052	4287
1052.2	4553
1052.4	4575
1052.6	4419
1052.8	4534
1053	4533
1053.2	4464
1053.4	4425
1053.6	4498
1053.8	4526
1054	4611
1054.2	4454
1054.4	4400
1054.6	4371
1054.8	4559
1055	4505
1055.2	4536
1055.4	4509
1055.6	4584
1055.8	4579
1056	4564
1056.2	4559
1056.4	4516
1056.6	4438
1056.8	4554
1057	4483
1057.2	4400
1057.4	4545
1057.6	4483
1057.8	4537
1058	4410
1058.2	4541
1058.4	4608
1058.6	4544
1058.8	4684
1059	4540
1059.2	4422
1059.4	4413
1059.6	4572
1059.8	4712
1060	4534
1060.2	4479
1060.4	4469
1060.6	4525
1060.8	4442
1061	4439
1061.2	4482
1061.4	4400
1061.6	4587
1061.8	4651
1062	4486
1062.2	4575
1062.4	4573
1062.6	4506
1062.8	4628
1063	4722
1063.2	4581
1063.4	4528
1063.6	4648
1063.8	4652
1064	4577
1064.2	4600
1064.4	4724
1064.6	4751
1064.8	4594
1065	4578
1065.2	4737
1065.4	4662
1065.6	4711
1065.8	4671
1066	4654
1066.2	4556
1066.4	4681
1066.6	4517
1066.8	4673
1067	4663
1067.2	4615
1067.4	4773
1067.6	4625
1067.8	4651
1068	4650
1068.2	4744
1068.4	4633
1068.6	4665
1068.8	4610
1069	4797
1069.2	4754
1069.4	4770
1069.6	4648
1069.8	4735
1070	4607
1070.2	4803
1070.4	4571
1070.6	4745
1070.8	4803
1071	4807
1071.2	4573
1071.4	4731
1071.6	4662
1071.8	4845
1072	4807
1072.2	4788
1072.4	4664
1072.6	4590
1072.8	4850
1073	4691
1073.2	4729
1073.4	4673
1073.6	4698
1073.8	4821
1074	4705
1074.2	4832
1074.4	4845
1074.6	4848
1074.8	4907
1075	4700
1075.2	4790
1075.4	4753
1075.6	4600
1075.8	4786
1076	4763
1076.2	4679
1076.4	4810
1076.6	4858
1076.8	4892
1077	4819
1077.2	4813
1077.4	4901
1077.6	4765
1077.8	4833
1078	4852
1078.2	4760
1078.4	4837
1078.6	4753
1078.8	4885
1079	4798
1079.2	4831
1079.4	4930
1079.6	4734
1079.8	4888
1080	4865
1080.2	4878
1080.4	4911
1080.6	4759
1080.8	4953
1081	4915
1081.2	4910
1081.4	4893
1081.6	4938
1081.8	4937
1082	4792
1082.2	4900
1082.4	4792
1082.6	4992
1082.8	4862
1083	4866
1083.2	4856
1083.4	4906
1083.6	4868
1083.8	4896
1084	4900
1084.2	5028
1084.4	5023
1084.6	4992
1084.8	5130
1085	4808
1085.2	4956
1085.4	4971
1085.6	5002
1085.8	5077
1086	5135
1086.2	5044
